,year,month,day,hour,PM2.5,temperature,pressure,rain,wind_speed,E,ENE,ESE,N,NE,NNE,NNW,NW,S,SE,SSE,SSW,SW,W,WNW,WSW
9781,2014,4.0,14.0,2.0,232.0,13.4,1011.6,0.0,1.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9782,2014,4.0,14.0,3.0,245.0,12.4,1011.3,0.0,0.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9783,2014,4.0,14.0,4.0,253.0,12.1,1011.7,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9784,2014,4.0,14.0,5.0,253.0,11.7,1012.3,0.0,1.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9785,2014,4.0,14.0,6.0,243.0,12.9,1013.0,0.0,1.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9786,2014,4.0,14.0,7.0,203.0,14.6,1012.8,0.0,2.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9787,2014,4.0,14.0,8.0,239.0,16.4,1013.1,0.0,1.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9788,2014,4.0,14.0,9.0,277.0,18.6,1012.8,0.0,1.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9789,2014,4.0,14.0,10.0,294.0,20.7,1012.0,0.0,1.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9790,2014,4.0,14.0,11.0,264.0,22.1,1011.3,0.0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9791,2014,4.0,14.0,12.0,286.0,23.6,1010.4,0.0,1.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9792,2014,4.0,14.0,13.0,278.0,24.9,1009.4,0.0,0.8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9793,2014,4.0,14.0,14.0,268.0,24.9,1008.5,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9794,2014,4.0,14.0,15.0,265.0,25.0,1007.8,0.0,2.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9795,2014,4.0,14.0,16.0,261.0,24.8,1007.3,0.0,2.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9796,2014,4.0,14.0,17.0,188.0,23.8,1007.2,0.0,2.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9797,2014,4.0,14.0,18.0,216.0,22.7,1007.7,0.0,1.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9798,2014,4.0,14.0,19.0,251.0,21.5,1008.3,0.0,1.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9799,2014,4.0,14.0,20.0,249.0,21.4,1008.7,0.0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9800,2014,4.0,14.0,21.0,260.0,21.4,1008.9,0.0,1.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9801,2014,4.0,14.0,22.0,180.0,19.5,1009.1,0.0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9802,2014,4.0,14.0,23.0,104.0,16.3,1009.9,0.0,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9803,2014,4.0,15.0,0.0,61.0,15.2,1010.1,0.0,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9804,2014,4.0,15.0,1.0,52.0,15.5,1010.4,0.0,0.4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9805,2014,4.0,15.0,2.0,69.0,14.6,1010.6,0.0,0.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9806,2014,4.0,15.0,3.0,55.0,14.5,1010.9,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9807,2014,4.0,15.0,4.0,59.0,13.4,1011.6,0.0,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9808,2014,4.0,15.0,5.0,164.0,13.1,1012.7,0.0,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9809,2014,4.0,15.0,6.0,164.0,14.7,1014.0,0.0,1.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9810,2014,4.0,15.0,7.0,163.0,17.5,1014.9,0.0,0.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9811,2014,4.0,15.0,8.0,163.0,19.5,1015.6,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9812,2014,4.0,15.0,9.0,105.0,20.0,1015.8,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9813,2014,4.0,15.0,10.0,128.0,21.6,1015.3,0.0,1.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9814,2014,4.0,15.0,11.0,116.0,21.9,1014.3,0.0,2.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9815,2014,4.0,15.0,12.0,110.0,22.1,1013.7,0.0,1.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9816,2014,4.0,15.0,13.0,87.0,20.1,1013.7,0.0,4.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9817,2014,4.0,15.0,14.0,101.0,19.7,1013.3,0.0,4.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9818,2014,4.0,15.0,15.0,94.0,18.4,1012.9,0.0,2.7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9819,2014,4.0,15.0,16.0,69.0,18.0,1012.7,0.0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9820,2014,4.0,15.0,17.0,104.0,17.7,1012.3,0.0,1.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9821,2014,4.0,15.0,18.0,66.0,17.3,1012.5,0.0,2.7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9822,2014,4.0,15.0,19.0,60.0,16.4,1013.3,0.0,3.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9823,2014,4.0,15.0,20.0,51.0,15.5,1013.7,0.0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9824,2014,4.0,15.0,21.0,50.0,14.8,1013.4,0.0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9825,2014,4.0,15.0,22.0,42.0,13.8,1013.0,0.0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9826,2014,4.0,15.0,23.0,37.0,13.5,1012.8,0.0,0.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9827,2014,4.0,16.0,0.0,35.0,13.4,1012.3,0.0,0.9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9828,2014,4.0,16.0,1.0,37.0,13.0,1011.0,0.0,0.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9829,2014,4.0,16.0,2.0,47.0,13.5,1010.9,0.0,0.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9830,2014,4.0,16.0,3.0,43.0,13.3,1010.5,0.0,0.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9831,2014,4.0,16.0,4.0,69.0,12.6,1010.2,0.0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9832,2014,4.0,16.0,5.0,52.0,12.1,1010.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9833,2014,4.0,16.0,6.0,58.0,12.6,1010.2,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9834,2014,4.0,16.0,7.0,60.0,14.2,1010.6,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9835,2014,4.0,16.0,8.0,94.0,15.4,1010.7,0.0,1.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9836,2014,4.0,16.0,9.0,86.0,17.1,1010.2,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9837,2014,4.0,16.0,10.0,128.0,17.6,1009.8,0.0,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9838,2014,4.0,16.0,11.0,60.0,19.4,1008.7,0.0,1.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9839,2014,4.0,16.0,12.0,75.0,20.1,1008.0,0.0,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9840,2014,4.0,16.0,13.0,70.0,20.8,1007.0,0.0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9841,2014,4.0,16.0,14.0,62.0,22.2,1006.2,0.0,1.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9842,2014,4.0,16.0,15.0,62.0,21.4,1005.8,0.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9843,2014,4.0,16.0,16.0,19.0,20.9,1005.1,0.0,0.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9844,2014,4.0,16.0,17.0,57.0,19.8,1005.1,0.0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9845,2014,4.0,16.0,18.0,57.0,18.2,1004.9,0.0,0.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9846,2014,4.0,16.0,19.0,65.0,17.6,1005.6,0.0,0.7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9847,2014,4.0,16.0,20.0,66.0,15.2,1005.2,0.0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9848,2014,4.0,16.0,21.0,73.0,13.7,1005.3,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9849,2014,4.0,16.0,22.0,77.0,13.8,1005.1,0.0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9850,2014,4.0,16.0,23.0,81.0,14.0,1005.2,0.0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9851,2014,4.0,17.0,0.0,92.0,13.7,1004.9,0.0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9852,2014,4.0,17.0,1.0,109.0,13.7,1004.0,0.0,0.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9853,2014,4.0,17.0,2.0,101.0,13.8,1004.1,0.0,0.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9854,2014,4.0,17.0,3.0,89.0,13.5,1004.7,0.0,0.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9855,2014,4.0,17.0,4.0,96.0,13.0,1005.1,0.0,0.6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9856,2014,4.0,17.0,5.0,109.0,11.4,1005.4,0.0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9857,2014,4.0,17.0,6.0,100.0,11.1,1006.3,0.2,0.7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9858,2014,4.0,17.0,7.0,91.0,11.3,1007.2,0.7,1.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9859,2014,4.0,17.0,8.0,96.0,11.5,1008.1,1.3,1.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9860,2014,4.0,17.0,9.0,107.0,11.4,1008.5,0.2,1.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9861,2014,4.0,17.0,10.0,104.0,12.2,1008.5,0.0,1.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9862,2014,4.0,17.0,11.0,70.0,12.5,1008.1,0.0,1.7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9863,2014,4.0,17.0,12.0,68.0,14.6,1007.5,0.0,2.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9864,2014,4.0,17.0,13.0,74.0,15.7,1007.2,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9865,2014,4.0,17.0,14.0,79.0,16.8,1006.5,0.0,0.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9866,2014,4.0,17.0,15.0,84.0,17.2,1006.5,0.0,1.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9867,2014,4.0,17.0,16.0,103.0,16.7,1006.6,0.0,1.4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9868,2014,4.0,17.0,17.0,84.0,16.5,1006.9,0.0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9869,2014,4.0,17.0,18.0,117.0,15.9,1007.1,0.0,1.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9870,2014,4.0,17.0,19.0,130.0,15.9,1008.6,0.0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9871,2014,4.0,17.0,20.0,127.0,15.9,1009.5,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9872,2014,4.0,17.0,21.0,108.0,15.7,1010.5,0.0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9873,2014,4.0,17.0,22.0,109.0,15.4,1010.9,0.0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9874,2014,4.0,17.0,23.0,115.0,15.0,1011.0,0.0,0.9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9875,2014,4.0,18.0,0.0,119.0,14.8,1010.9,0.0,0.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9876,2014,4.0,18.0,1.0,124.0,14.4,1010.8,0.0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9877,2014,4.0,18.0,2.0,159.0,14.3,1011.2,0.0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9878,2014,4.0,18.0,3.0,128.0,14.1,1011.7,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9879,2014,4.0,18.0,4.0,154.0,13.2,1012.7,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9880,2014,4.0,18.0,5.0,125.0,12.6,1013.2,0.0,1.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9881,2014,4.0,18.0,6.0,148.0,13.4,1013.2,0.0,1.7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9882,2014,4.0,18.0,7.0,134.0,14.6,1014.4,0.0,1.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9883,2014,4.0,18.0,8.0,146.0,15.8,1014.7,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9884,2014,4.0,18.0,9.0,126.0,17.1,1015.0,0.0,0.7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9885,2014,4.0,18.0,10.0,169.0,18.9,1015.2,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9886,2014,4.0,18.0,11.0,188.0,20.3,1014.7,0.0,0.9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9887,2014,4.0,18.0,12.0,181.0,20.2,1013.6,0.0,0.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9888,2014,4.0,18.0,13.0,181.0,20.9,1012.8,0.0,2.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9889,2014,4.0,18.0,14.0,124.0,21.0,1012.4,0.0,0.7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9890,2014,4.0,18.0,15.0,111.0,20.4,1012.2,0.0,1.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9891,2014,4.0,18.0,16.0,118.0,19.7,1012.4,0.0,2.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9892,2014,4.0,18.0,17.0,146.0,18.7,1012.5,0.0,1.7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9893,2014,4.0,18.0,18.0,165.0,16.9,1013.5,0.0,2.7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9894,2014,4.0,18.0,19.0,142.0,15.7,1014.9,0.0,2.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9895,2014,4.0,18.0,20.0,95.0,15.2,1015.7,0.0,2.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9896,2014,4.0,18.0,21.0,78.0,14.7,1016.0,0.0,0.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9897,2014,4.0,18.0,22.0,75.0,14.6,1016.7,0.0,1.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9898,2014,4.0,18.0,23.0,65.0,14.4,1017.1,0.0,1.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9899,2014,4.0,19.0,0.0,66.0,14.1,1017.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9900,2014,4.0,19.0,1.0,72.0,13.9,1016.5,0.0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9901,2014,4.0,19.0,2.0,74.0,13.7,1016.3,0.0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9902,2014,4.0,19.0,3.0,76.0,13.5,1015.8,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9903,2014,4.0,19.0,4.0,75.0,12.7,1015.4,0.0,0.6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9904,2014,4.0,19.0,5.0,69.0,13.5,1015.9,0.0,1.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9905,2014,4.0,19.0,6.0,61.0,14.1,1016.3,0.0,1.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9906,2014,4.0,19.0,7.0,61.0,13.9,1016.3,0.0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9907,2014,4.0,19.0,8.0,72.0,14.3,1016.0,0.0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9908,2014,4.0,19.0,9.0,73.0,14.6,1016.3,0.0,2.6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9909,2014,4.0,19.0,10.0,63.0,14.5,1016.1,0.0,1.9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9910,2014,4.0,19.0,11.0,57.0,14.3,1015.5,0.0,1.9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9911,2014,4.0,19.0,12.0,43.0,14.3,1015.5,0.0,1.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9912,2014,4.0,19.0,13.0,43.0,13.6,1015.3,0.0,2.3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9913,2014,4.0,19.0,14.0,40.0,14.0,1014.4,0.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9914,2014,4.0,19.0,15.0,46.0,14.4,1013.7,0.0,2.6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9915,2014,4.0,19.0,16.0,56.0,14.9,1013.3,0.0,2.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9916,2014,4.0,19.0,17.0,63.0,13.9,1012.6,0.0,3.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9917,2014,4.0,19.0,18.0,60.0,12.6,1012.8,0.0,2.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9918,2014,4.0,19.0,19.0,56.0,11.9,1012.7,0.0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9919,2014,4.0,19.0,20.0,62.0,11.7,1012.9,0.0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9920,2014,4.0,19.0,21.0,66.0,10.7,1012.8,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9921,2014,4.0,19.0,22.0,69.0,8.9,1012.8,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9922,2014,4.0,19.0,23.0,77.0,9.0,1013.3,0.0,0.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9923,2014,4.0,20.0,0.0,85.0,9.9,1013.0,0.0,1.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9924,2014,4.0,20.0,1.0,88.0,9.9,1012.7,0.0,1.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9925,2014,4.0,20.0,2.0,121.0,9.3,1012.5,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9926,2014,4.0,20.0,3.0,108.0,8.1,1012.1,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9927,2014,4.0,20.0,4.0,102.0,7.5,1012.7,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9928,2014,4.0,20.0,5.0,101.0,7.4,1012.2,0.0,0.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9929,2014,4.0,20.0,6.0,81.0,9.2,1012.9,0.0,1.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9930,2014,4.0,20.0,7.0,95.0,11.5,1013.0,0.0,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9931,2014,4.0,20.0,8.0,96.0,14.7,1012.8,0.0,1.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9932,2014,4.0,20.0,9.0,85.0,16.3,1012.6,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9933,2014,4.0,20.0,10.0,63.0,18.0,1012.5,0.0,0.7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9934,2014,4.0,20.0,11.0,31.0,19.8,1011.5,0.0,1.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9935,2014,4.0,20.0,12.0,25.0,20.9,1010.5,0.0,1.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9936,2014,4.0,20.0,13.0,3.0,21.7,1009.4,0.0,1.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9937,2014,4.0,20.0,14.0,21.0,22.9,1008.5,0.0,1.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9938,2014,4.0,20.0,15.0,21.0,22.5,1007.9,0.0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9939,2014,4.0,20.0,16.0,42.0,22.4,1007.8,0.0,1.7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9940,2014,4.0,20.0,17.0,53.0,20.0,1007.5,0.0,1.7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9941,2014,4.0,20.0,18.0,61.0,19.4,1007.8,0.0,2.8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9942,2014,4.0,20.0,19.0,61.0,18.8,1008.9,0.0,4.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9943,2014,4.0,20.0,20.0,61.0,17.5,1009.6,0.0,1.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9944,2014,4.0,20.0,21.0,63.0,15.7,1009.9,0.0,0.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9945,2014,4.0,20.0,22.0,65.0,12.7,1009.9,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9946,2014,4.0,20.0,23.0,74.0,10.9,1010.5,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9947,2014,4.0,21.0,0.0,74.0,10.2,1010.6,0.0,0.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9948,2014,4.0,21.0,1.0,84.0,10.1,1010.6,0.0,0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9949,2014,4.0,21.0,2.0,90.0,9.1,1010.8,0.0,0.7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9950,2014,4.0,21.0,3.0,75.0,8.3,1010.5,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9951,2014,4.0,21.0,4.0,75.0,7.9,1010.8,0.0,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9952,2014,4.0,21.0,5.0,75.0,8.2,1011.4,0.0,0.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9953,2014,4.0,21.0,6.0,75.0,11.7,1011.9,0.0,1.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9954,2014,4.0,21.0,7.0,69.0,15.7,1012.1,0.0,1.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9955,2014,4.0,21.0,8.0,76.0,18.7,1012.2,0.0,1.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9956,2014,4.0,21.0,9.0,89.0,21.7,1012.4,0.0,1.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9957,2014,4.0,21.0,10.0,52.0,22.4,1012.0,0.0,1.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9958,2014,4.0,21.0,11.0,60.0,24.1,1011.3,0.0,1.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9959,2014,4.0,21.0,12.0,28.0,22.8,1010.4,0.0,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9960,2014,4.0,21.0,13.0,27.0,23.8,1009.5,0.0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9961,2014,4.0,21.0,14.0,24.0,22.5,1008.2,0.0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9962,2014,4.0,21.0,15.0,33.0,24.1,1007.6,0.0,3.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9963,2014,4.0,21.0,16.0,35.0,23.4,1007.5,0.0,2.6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9964,2014,4.0,21.0,17.0,44.0,22.4,1007.9,0.0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9965,2014,4.0,21.0,18.0,39.0,21.3,1008.0,0.0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9966,2014,4.0,21.0,19.0,74.0,19.5,1008.8,0.0,1.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9967,2014,4.0,21.0,20.0,39.0,18.8,1009.4,0.0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9968,2014,4.0,21.0,21.0,53.0,14.2,1009.4,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9969,2014,4.0,21.0,22.0,51.0,12.3,1009.9,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9970,2014,4.0,21.0,23.0,58.0,11.2,1010.3,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9971,2014,4.0,22.0,0.0,70.0,10.2,1010.4,0.0,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9972,2014,4.0,22.0,1.0,70.0,9.1,1010.2,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9973,2014,4.0,22.0,2.0,83.0,8.4,1010.3,0.0,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9974,2014,4.0,22.0,3.0,74.0,7.6,1010.1,0.0,0.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9975,2014,4.0,22.0,4.0,65.0,7.4,1009.7,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
